Code;Year;Age_death;id
ZAF;2017;239.5727;ZAF_2017
ZAF;2018;236.15663;ZAF_2018
KOR;1985;266.19806;KOR_1985
KOR;1986;248.76903;KOR_1986
KOR;1987;237.49297;KOR_1987
KOR;1988;218.63976;KOR_1988
KOR;1989;210.56367;KOR_1989
KOR;1990;210.04967;KOR_1990
KOR;1991;205.08504;KOR_1991
KOR;1992;216.60913;KOR_1992
KOR;1993;227.93465;KOR_1993
KOR;1994;239.01591;KOR_1994
KOR;1995;191.2456;KOR_1995
KOR;1996;170.6895;KOR_1996
KOR;1997;159.348;KOR_1997
KOR;1998;157.15125;KOR_1998
KOR;1999;150.71704;KOR_1999
KOR;2000;148.75587;KOR_2000
KOR;2001;142.02875;KOR_2001
KOR;2002;145.64764;KOR_2002
KOR;2003;136.08694;KOR_2003
KOR;2004;126.11659;KOR_2004
KOR;2005;116.958015;KOR_2005
KOR;2006;111.579865;KOR_2006
KOR;2007;109.33699;KOR_2007
KOR;2008;99.026505;KOR_2008
KOR;2009;91.89678;KOR_2009
KOR;2010;90.252464;KOR_2010
KOR;2011;87.21196;KOR_2011
KOR;2012;85.607155;KOR_2012
KOR;2013;78.37287;KOR_2013
KOR;2014;74.96574;KOR_2014
KOR;2015;73.04623;KOR_2015
KOR;2016;70.31079;KOR_2016
KOR;2017;67.41473;KOR_2017
KOR;2018;65.31516;KOR_2018
KOR;2019;59.459312;KOR_2019
KOR;2020;55.99481;KOR_2020
KOR;2021;55.318047;KOR_2021
ESP;1951;395.21234;ESP_1951
ESP;1952;322.56967;ESP_1952
ESP;1953;327.9262;ESP_1953
ESP;1954;315.0159;ESP_1954
ESP;1955;321.553;ESP_1955
ESP;1956;350.5559;ESP_1956
ESP;1957;340.31024;ESP_1957
ESP;1958;303.13568;ESP_1958
ESP;1959;310.2815;ESP_1959
ESP;1960;316.2144;ESP_1960
ESP;1961;306.99545;ESP_1961
ESP;1962;330.35263;ESP_1962
ESP;1963;319.3836;ESP_1963
ESP;1964;304.94574;ESP_1964
ESP;1965;305.91907;ESP_1965
ESP;1966;302.16534;ESP_1966
ESP;1967;307.5326;ESP_1967
ESP;1968;344.83466;ESP_1968
ESP;1969;358.57324;ESP_1969
ESP;1970;330.27878;ESP_1970
ESP;1971;345.77908;ESP_1971
ESP;1972;320.1603;ESP_1972
ESP;1973;330.19595;ESP_1973
ESP;1974;326.90668;ESP_1974
ESP;1975;327.9084;ESP_1975
ESP;1976;323.30658;ESP_1976
ESP;1977;309.3344;ESP_1977
ESP;1978;306.68802;ESP_1978
ESP;1979;303.40137;ESP_1979
ESP;1980;282.3998;ESP_1980
ESP;1981;278.17603;ESP_1981
ESP;1982;261.95377;ESP_1982
ESP;1983;266.65146;ESP_1983
ESP;1984;251.3248;ESP_1984
ESP;1985;254.49585;ESP_1985
ESP;1986;240.67273;ESP_1986
ESP;1987;225.8122;ESP_1987
ESP;1988;224.1827;ESP_1988
ESP;1989;216.40302;ESP_1989
ESP;1990;212.9066;ESP_1990
ESP;1991;210.97014;ESP_1991
ESP;1992;196.3751;ESP_1992
ESP;1993;191.87532;ESP_1993
ESP;1994;181.72461;ESP_1994
ESP;1995;178.3582;ESP_1995
ESP;1996;176.50075;ESP_1996
ESP;1997;168.99956;ESP_1997
ESP;1998;168.53476;ESP_1998
ESP;1999;159.35675;ESP_1999
ESP;2000;145.89314;ESP_2000
ESP;2001;140.64377;ESP_2001
ESP;2002;137.96916;ESP_2002
ESP;2003;137.61621;ESP_2003
ESP;2004;127.71081;ESP_2004
ESP;2005;126.552;ESP_2005
ESP;2006;117.03616;ESP_2006
ESP;2007;115.9666;ESP_2007
ESP;2008;111.192444;ESP_2008
ESP;2009;105.03436;ESP_2009
ESP;2010;100.785934;ESP_2010
ESP;2011;97.01397;ESP_2011
ESP;2012;95.29378;ESP_2012
ESP;2013;89.592094;ESP_2013
ESP;2014;87.15043;ESP_2014
ESP;2015;89.44597;ESP_2015
ESP;2016;84.943306;ESP_2016
ESP;2017;84.262985;ESP_2017
ESP;2018;81.98424;ESP_2018
ESP;2019;77.61572;ESP_2019
ESP;2020;78.81062;ESP_2020
ESP;2021;77.32539;ESP_2021
LKA;1955;165.81818;LKA_1955
LKA;1956;152.54977;LKA_1956
LKA;1957;155.39458;LKA_1957
LKA;1958;141.46043;LKA_1958
LKA;1959;138.86664;LKA_1959
LKA;1960;135.80191;LKA_1960
LKA;1961;141.73148;LKA_1961
LKA;1962;161.18686;LKA_1962
LKA;1963;165.37317;LKA_1963
LKA;1964;141.28384;LKA_1964
LKA;1965;160.67833;LKA_1965
LKA;1966;137.90436;LKA_1966
LKA;1967;146.71255;LKA_1967
LKA;1968;151.34926;LKA_1968
LKA;1977;148.3378;LKA_1977
LKA;1980;167.3061;LKA_1980
LKA;1981;158.68387;LKA_1981
LKA;1982;137.56085;LKA_1982
LKA;1983;137.43962;LKA_1983
LKA;1984;152.24318;LKA_1984
LKA;1985;160.78134;LKA_1985
LKA;1986;166.60196;LKA_1986
LKA;1996;145.67253;LKA_1996
LKA;1997;145.27795;LKA_1997
LKA;1998;143.45595;LKA_1998
LKA;1999;155.52235;LKA_1999
LKA;2000;161.67302;LKA_2000
LKA;2001;158.0776;LKA_2001
LKA;2002;161.13297;LKA_2002
LKA;2003;161.77414;LKA_2003
LKA;2004;159.3165;LKA_2004
LKA;2005;160.27599;LKA_2005
LKA;2006;166.15962;LKA_2006
LKA;2007;163.93045;LKA_2007
LKA;2009;165.54736;LKA_2009
LKA;2010;169.16196;LKA_2010
LKA;2011;153.80112;LKA_2011
LKA;2012;147.18388;LKA_2012
LKA;2013;148.4997;LKA_2013
LKA;2014;148.33586;LKA_2014
LKA;2015;135.39516;LKA_2015
LKA;2019;128.71701;LKA_2019
SUR;1963;245.66415;SUR_1963
SUR;1964;258.13882;SUR_1964
SUR;1965;262.07532;SUR_1965
SUR;1966;249.06906;SUR_1966
SUR;1971;283.24677;SUR_1971
SUR;1975;353.84662;SUR_1975
SUR;1976;389.2475;SUR_1976
SUR;1977;301.33365;SUR_1977
SUR;1978;329.58105;SUR_1978
SUR;1979;360.44272;SUR_1979
SUR;1980;359.7625;SUR_1980
SUR;1981;305.8627;SUR_1981
SUR;1982;376.54874;SUR_1982
SUR;1984;310.28845;SUR_1984
SUR;1985;291.2942;SUR_1985
SUR;1986;227.91034;SUR_1986
SUR;1987;210.20158;SUR_1987
SUR;1988;204.57239;SUR_1988
SUR;1989;247.58258;SUR_1989
SUR;1990;275.58917;SUR_1990
SUR;1991;235.96582;SUR_1991
SUR;1992;200.48573;SUR_1992
SUR;1995;144.21075;SUR_1995
SUR;1996;176.97188;SUR_1996
SUR;1997;180.99648;SUR_1997
SUR;1998;214.06403;SUR_1998
SUR;1999;222.85672;SUR_1999
SUR;2000;236.38187;SUR_2000
SUR;2001;221.0358;SUR_2001
SUR;2002;247.08908;SUR_2002
SUR;2003;251.42421;SUR_2003
SUR;2004;257.3709;SUR_2004
SUR;2005;262.77924;SUR_2005
SUR;2006;230.75278;SUR_2006
SUR;2007;221.59962;SUR_2007
SUR;2008;205.92513;SUR_2008
SUR;2009;197.74368;SUR_2009
SUR;2010;208.59071;SUR_2010
SUR;2011;188.39594;SUR_2011
SUR;2012;183.5046;SUR_2012
SUR;2013;190.16536;SUR_2013
SUR;2014;199.2727;SUR_2014
SWE;1951;398.27686;SWE_1951
SWE;1952;394.57855;SWE_1952
SWE;1953;407.87997;SWE_1953
SWE;1954;405.61496;SWE_1954
SWE;1955;398.94638;SWE_1955
SWE;1956;404.44495;SWE_1956
SWE;1957;415.58258;SWE_1957
SWE;1958;392.05634;SWE_1958
SWE;1959;380.2071;SWE_1959
SWE;1960;396.64496;SWE_1960
SWE;1961;387.82202;SWE_1961
SWE;1962;394.3916;SWE_1962
SWE;1963;381.16873;SWE_1963
SWE;1964;374.1336;SWE_1964
SWE;1965;372.63202;SWE_1965
SWE;1966;361.26035;SWE_1966
SWE;1967;361.21597;SWE_1967
SWE;1968;367.469;SWE_1968
SWE;1969;361.2257;SWE_1969
SWE;1970;341.30103;SWE_1970
SWE;1971;356.16293;SWE_1971
SWE;1972;344.09702;SWE_1972
SWE;1973;343.56943;SWE_1973
SWE;1974;335.20923;SWE_1974
SWE;1975;335.79535;SWE_1975
SWE;1976;336.66293;SWE_1976
SWE;1977;321.56827;SWE_1977
SWE;1978;325.07925;SWE_1978
SWE;1979;324.29718;SWE_1979
SWE;1980;321.54816;SWE_1980
SWE;1981;323.80673;SWE_1981
SWE;1982;312.7306;SWE_1982
SWE;1983;302.70987;SWE_1983
SWE;1984;292.2321;SWE_1984
SWE;1985;294.85873;SWE_1985
SWE;1986;286.54703;SWE_1986
SWE;1987;276.0571;SWE_1987
SWE;1988;272.54553;SWE_1988
SWE;1989;249.3772;SWE_1989
SWE;1990;251.36555;SWE_1990
SWE;1991;246.61925;SWE_1991
SWE;1992;237.83022;SWE_1992
SWE;1993;236.43675;SWE_1993
SWE;1994;218.79535;SWE_1994
SWE;1995;218.47168;SWE_1995
SWE;1996;211.46301;SWE_1996
SWE;1997;204.37138;SWE_1997
SWE;1998;200.85179;SWE_1998
SWE;1999;196.1453;SWE_1999
SWE;2000;187.6218;SWE_2000
SWE;2001;182.32806;SWE_2001
SWE;2002;178.01309;SWE_2002
SWE;2003;171.70108;SWE_2003
SWE;2004;160.11342;SWE_2004
SWE;2005;155.0144;SWE_2005
SWE;2006;151.17409;SWE_2006
SWE;2007;146.48396;SWE_2007
SWE;2008;142.38087;SWE_2008
SWE;2009;135.9909;SWE_2009
SWE;2010;132.21217;SWE_2010
SWE;2011;127.03948;SWE_2011
SWE;2012;125.70926;SWE_2012
SWE;2013;120.55748;SWE_2013
SWE;2014;114.992004;SWE_2014
SWE;2015;113.211784;SWE_2015
SWE;2016;108.96037;SWE_2016
SWE;2017;105.19345;SWE_2017
SWE;2018;101.92124;SWE_2018
SWE;2019;93.72891;SWE_2019
SWE;2020;91.98121;SWE_2020
SWE;2021;88.52293;SWE_2021
SWE;2022;88.247734;SWE_2022
CHE;1951;437.00568;CHE_1951
CHE;1952;431.4326;CHE_1952
CHE;1953;437.96378;CHE_1953
CHE;1954;436.5209;CHE_1954
CHE;1955;431.49182;CHE_1955
CHE;1956;436.59695;CHE_1956
CHE;1957;420.54245;CHE_1957
CHE;1958;401.54922;CHE_1958
CHE;1959;390.27966;CHE_1959
CHE;1960;398.3933;CHE_1960
CHE;1961;377.7917;CHE_1961
CHE;1962;401.91644;CHE_1962
CHE;1963;406.21716;CHE_1963
CHE;1964;372.11255;CHE_1964
CHE;1965;385.91986;CHE_1965
CHE;1966;371.42834;CHE_1966
CHE;1967;356.36487;CHE_1967
CHE;1968;365.93628;CHE_1968
CHE;1969;340.1944;CHE_1969
CHE;1970;335.2025;CHE_1970
CHE;1971;331.11334;CHE_1971
CHE;1972;313.28067;CHE_1972
CHE;1973;306.32477;CHE_1973
CHE;1974;298.15833;CHE_1974
CHE;1975;304.38693;CHE_1975
CHE;1976;306.45615;CHE_1976
CHE;1977;296.16245;CHE_1977
CHE;1978;297.16638;CHE_1978
CHE;1979;284.54425;CHE_1979
CHE;1980;283.25827;CHE_1980
CHE;1981;276.34555;CHE_1981
CHE;1982;267.75497;CHE_1982
CHE;1983;258.32425;CHE_1983
CHE;1984;245.42778;CHE_1984
CHE;1985;236.30019;CHE_1985
CHE;1986;229.53232;CHE_1986
CHE;1987;219.10088;CHE_1987
CHE;1988;218.62685;CHE_1988
CHE;1989;209.90724;CHE_1989
CHE;1990;212.37347;CHE_1990
CHE;1991;203.90457;CHE_1991
CHE;1992;196.32259;CHE_1992
CHE;1993;191.90709;CHE_1993
CHE;1994;184.05362;CHE_1994
CHE;1995;177.90189;CHE_1995
CHE;1996;170.12761;CHE_1996
CHE;1997;169.86638;CHE_1997
CHE;1998;162.8533;CHE_1998
CHE;1999;159.37776;CHE_1999
CHE;2000;153.11679;CHE_2000
CHE;2001;145.02597;CHE_2001
CHE;2002;137.20668;CHE_2002
CHE;2003;136.7212;CHE_2003
CHE;2004;126.250145;CHE_2004
CHE;2005;125.41915;CHE_2005
CHE;2006;119.58033;CHE_2006
CHE;2007;116.94346;CHE_2007
CHE;2008;112.21883;CHE_2008
CHE;2009;109.016106;CHE_2009
CHE;2010;104.987526;CHE_2010
CHE;2011;98.97231;CHE_2011
CHE;2012;99.515396;CHE_2012
CHE;2013;96.05223;CHE_2013
CHE;2014;90.4282;CHE_2014
CHE;2015;91.11351;CHE_2015
CHE;2016;85.36551;CHE_2016
CHE;2017;84.62571;CHE_2017
CHE;2018;80.74782;CHE_2018
CHE;2019;76.247475;CHE_2019
CHE;2020;76.17278;CHE_2020
CHE;2021;71.339035;CHE_2021
SYR;1998;334.50427;SYR_1998
SYR;1999;387.94586;SYR_1999
SYR;2000;401.13794;SYR_2000
SYR;2001;315.6816;SYR_2001
SYR;2002;333.69998;SYR_2002
SYR;2003;303.56033;SYR_2003
SYR;2004;347.45898;SYR_2004
SYR;2005;394.90607;SYR_2005
SYR;2006;363.47592;SYR_2006
SYR;2007;354.37512;SYR_2007
SYR;2008;387.68094;SYR_2008
SYR;2009;312.33627;SYR_2009
SYR;2010;366.594;SYR_2010
TJK;1981;361.886;TJK_1981
TJK;1982;359.34628;TJK_1982
TJK;1985;339.53864;TJK_1985
TJK;1986;335.59854;TJK_1986
TJK;1987;348.52295;TJK_1987
TJK;1988;386.407;TJK_1988
TJK;1989;389.74686;TJK_1989
TJK;1990;369.09332;TJK_1990
TJK;1991;364.93405;TJK_1991
TJK;1992;391.0032;TJK_1992
TJK;1993;455.55573;TJK_1993
TJK;1994;482.29935;TJK_1994
TJK;1995;447.15988;TJK_1995
TJK;1996;452.67114;TJK_1996
TJK;1997;429.3221;TJK_1997
TJK;1998;430.17734;TJK_1998
TJK;1999;446.57068;TJK_1999
TJK;2000;397.4276;TJK_2000
TJK;2001;432.79578;TJK_2001
TJK;2002;465.07727;TJK_2002
TJK;2003;460.31696;TJK_2003
TJK;2004;429.08948;TJK_2004
TJK;2005;542.7948;TJK_2005
TJK;2016;454.58536;TJK_2016
TJK;2017;394.29648;TJK_2017
THA;1969;41.19931;THA_1969
THA;1970;35.7209;THA_1970
THA;1971;42.620064;THA_1971
THA;1972;49.920902;THA_1972
THA;1973;46.962425;THA_1973
THA;1974;48.302963;THA_1974
THA;1975;42.286747;THA_1975
THA;1976;37.971653;THA_1976
THA;1977;38.101257;THA_1977
THA;1978;38.98073;THA_1978
THA;1979;69.92797;THA_1979
THA;1980;80.53182;THA_1980
THA;1981;74.66758;THA_1981
THA;1982;79.52646;THA_1982
THA;1983;78.98915;THA_1983
THA;1984;78.87317;THA_1984
THA;1985;77.826935;THA_1985
THA;1986;76.43256;THA_1986
THA;1987;85.28831;THA_1987
THA;1990;99.87001;THA_1990
THA;1991;104.13337;THA_1991
THA;1992;105.50089;THA_1992
THA;1994;124.181946;THA_1994
THA;1995;118.10943;THA_1995
THA;1996;122.98215;THA_1996
THA;1997;110.95105;THA_1997
THA;1998;98.43177;THA_1998
THA;1999;77.53734;THA_1999
THA;2000;58.540257;THA_2000
THA;2002;59.094315;THA_2002
THA;2003;67.75658;THA_2003
THA;2004;63.752388;THA_2004
THA;2005;57.346985;THA_2005
THA;2006;51.39232;THA_2006
THA;2007;56.61501;THA_2007
THA;2008;56.677002;THA_2008
THA;2009;54.562817;THA_2009
THA;2010;59.436314;THA_2010
THA;2011;63.991558;THA_2011
THA;2012;64.96284;THA_2012
THA;2013;72.81616;THA_2013
THA;2014;74.890274;THA_2014
THA;2015;75.73187;THA_2015
THA;2016;82.35507;THA_2016
THA;2017;77.35702;THA_2017
THA;2018;74.487755;THA_2018
THA;2019;79.4984;THA_2019
TTO;1951;381.71408;TTO_1951
TTO;1952;391.89026;TTO_1952
TTO;1953;479.9049;TTO_1953
TTO;1954;491.2754;TTO_1954
TTO;1955;549.48914;TTO_1955
TTO;1956;576.6369;TTO_1956
TTO;1957;571.84357;TTO_1957
TTO;1958;562.61694;TTO_1958
TTO;1960;465.54453;TTO_1960
TTO;1961;548.52136;TTO_1961
TTO;1962;506.53082;TTO_1962
TTO;1963;527.80005;TTO_1963
TTO;1966;576.6906;TTO_1966
TTO;1967;601.7063;TTO_1967
TTO;1968;609.54785;TTO_1968
TTO;1970;652.64557;TTO_1970
TTO;1971;618.1799;TTO_1971
TTO;1972;593.1707;TTO_1972
TTO;1973;594.3269;TTO_1973
TTO;1974;520.6049;TTO_1974
TTO;1975;527.0379;TTO_1975
TTO;1976;531.954;TTO_1976
TTO;1977;507.92252;TTO_1977
TTO;1978;463.97025;TTO_1978
TTO;1979;476.31567;TTO_1979
TTO;1980;525.2996;TTO_1980
TTO;1981;498.2783;TTO_1981
TTO;1982;504.35922;TTO_1982
TTO;1983;493.1647;TTO_1983
TTO;1984;422.4028;TTO_1984
TTO;1985;408.68353;TTO_1985
TTO;1986;405.4364;TTO_1986
TTO;1987;422.86914;TTO_1987
TTO;1988;397.5152;TTO_1988
TTO;1989;406.5677;TTO_1989
TTO;1990;366.47336;TTO_1990
TTO;1991;388.26196;TTO_1991
TTO;1992;347.31223;TTO_1992
TTO;1993;352.75806;TTO_1993
TTO;1994;368.9894;TTO_1994
TTO;1995;378.65356;TTO_1995
TTO;1996;384.97177;TTO_1996
TTO;1997;380.2784;TTO_1997
TTO;1998;386.40714;TTO_1998
TTO;1999;384.19302;TTO_1999
TTO;2000;344.0034;TTO_2000
TTO;2001;336.7387;TTO_2001
TTO;2002;326.6207;TTO_2002
TTO;2003;329.84076;TTO_2003
TTO;2004;306.41116;TTO_2004
TTO;2005;292.7761;TTO_2005
TTO;2006;279.21762;TTO_2006
TTO;2007;254.964;TTO_2007
TTO;2008;263.56085;TTO_2008
TTO;2009;240.34967;TTO_2009
TTO;2010;245.16962;TTO_2010
TTO;2011;215.54198;TTO_2011
TTO;2012;224.33752;TTO_2012
TUR;2009;187.7948;TUR_2009
TUR;2010;184.57266;TUR_2010
TUR;2011;181.9235;TUR_2011
TUR;2012;174.34535;TUR_2012
TUR;2013;195.07582;TUR_2013
TUR;2014;200.84702;TUR_2014
TUR;2015;199.50668;TUR_2015
TUR;2016;200.6665;TUR_2016
TUR;2017;195.293;TUR_2017
TUR;2018;180.27013;TUR_2018
TUR;2019;171.54158;TUR_2019
TKM;1981;510.3797;TKM_1981
TKM;1982;515.6943;TKM_1982
TKM;1985;524.6145;TKM_1985
TKM;1986;531.1141;TKM_1986
TKM;1987;525.36597;TKM_1987
TKM;1988;536.52954;TKM_1988
TKM;1989;552.80133;TKM_1989
TKM;1990;520.6229;TKM_1990
TKM;1991;609.59607;TKM_1991
TKM;1992;621.75037;TKM_1992
TKM;1993;700.99646;TKM_1993
TKM;1994;766.6425;TKM_1994
TKM;1995;661.9786;TKM_1995
TKM;1996;692.0342;TKM_1996
TKM;1997;645.2939;TKM_1997
TKM;1998;641.971;TKM_1998
TKM;1999;551.7787;TKM_1999
TKM;2000;592.894;TKM_2000
TKM;2001;572.2757;TKM_2001
TKM;2002;624.9409;TKM_2002
TKM;2003;618.9201;TKM_2003
TKM;2004;610.68713;TKM_2004
TKM;2005;624.02356;TKM_2005
TKM;2006;580.63495;TKM_2006
TKM;2007;564.6019;TKM_2007
TKM;2008;548.38666;TKM_2008
TKM;2009;470.20273;TKM_2009
TKM;2010;459.23972;TKM_2010
TKM;2011;461.03033;TKM_2011
TKM;2012;456.1826;TKM_2012
TKM;2013;449.11835;TKM_2013
TKM;2014;440.27875;TKM_2014
TKM;2015;429.99884;TKM_2015
UKR;1981;530.6347;UKR_1981
UKR;1982;522.87787;UKR_1982
UKR;1985;560.6073;UKR_1985
UKR;1986;496.58707;UKR_1986
UKR;1987;507.51306;UKR_1987
UKR;1988;507.022;UKR_1988
UKR;1989;468.1056;UKR_1989
UKR;1990;443.1929;UKR_1990
UKR;1991;460.74054;UKR_1991
UKR;1992;472.05692;UKR_1992
UKR;1993;532.4475;UKR_1993
UKR;1994;563.0171;UKR_1994
UKR;1995;588.70166;UKR_1995
UKR;1996;583.9628;UKR_1996
UKR;1997;581.04193;UKR_1997
UKR;1998;561.03186;UKR_1998
UKR;1999;577.85236;UKR_1999
UKR;2000;593.6343;UKR_2000
UKR;2001;582.35016;UKR_2001
UKR;2002;600.3251;UKR_2002
UKR;2003;615.0593;UKR_2003
UKR;2004;607.0711;UKR_2004
UKR;2005;621.81;UKR_2005
UKR;2006;603.02844;UKR_2006
UKR;2007;596.57227;UKR_2007
UKR;2008;589.4538;UKR_2008
UKR;2009;554.50757;UKR_2009
UKR;2010;550.055;UKR_2010
UKR;2011;512.90735;UKR_2011
UKR;2012;501.4748;UKR_2012
UKR;2014;506.37878;UKR_2014
UKR;2015;476.65793;UKR_2015
UKR;2017;440.9673;UKR_2017
UKR;2018;446.88403;UKR_2018
UKR;2019;441.3176;UKR_2019
ARE;2018;131.36433;ARE_2018
ARE;2019;123.299286;ARE_2019
ARE;2020;83.12392;ARE_2020
GBR;1950;489.69177;GBR_1950
GBR;1951;517.11804;GBR_1951
GBR;1952;480.25076;GBR_1952
GBR;1953;467.61652;GBR_1953
GBR;1954;473.01398;GBR_1954
GBR;1955;479.89594;GBR_1955
GBR;1956;475.29105;GBR_1956
GBR;1957;452.26712;GBR_1957
GBR;1958;467.52643;GBR_1958
GBR;1959;451.11902;GBR_1959
GBR;1960;452.61966;GBR_1960
GBR;1961;458.51434;GBR_1961
GBR;1962;459.1678;GBR_1962
GBR;1963;466.96323;GBR_1963
GBR;1964;425.84253;GBR_1964
GBR;1965;436.51547;GBR_1965
GBR;1966;435.58542;GBR_1966
GBR;1967;414.09558;GBR_1967
GBR;1968;432.66;GBR_1968
GBR;1969;426.04947;GBR_1969
GBR;1970;417.09665;GBR_1970
GBR;1971;408.4113;GBR_1971
GBR;1972;420.14407;GBR_1972
GBR;1973;411.96945;GBR_1973
GBR;1974;406.02637;GBR_1974
GBR;1975;396.54657;GBR_1975
GBR;1976;393.2048;GBR_1976
GBR;1977;378.836;GBR_1977
GBR;1978;381.04007;GBR_1978
GBR;1979;378.61707;GBR_1979
GBR;1980;361.3298;GBR_1980
GBR;1981;345.1091;GBR_1981
GBR;1982;338.40167;GBR_1982
GBR;1983;332.35376;GBR_1983
GBR;1984;322.20163;GBR_1984
GBR;1985;324.6646;GBR_1985
GBR;1986;312.0695;GBR_1986
GBR;1987;298.0996;GBR_1987
GBR;1988;290.31058;GBR_1988
GBR;1989;282.30447;GBR_1989
GBR;1990;271.63583;GBR_1990
GBR;1991;267.9723;GBR_1991
GBR;1992;257.68005;GBR_1992
GBR;1993;258.59253;GBR_1993
GBR;1994;240.40758;GBR_1994
GBR;1995;237.09076;GBR_1995
GBR;1996;228.78174;GBR_1996
GBR;1997;218.09431;GBR_1997
GBR;1998;213.72824;GBR_1998
GBR;1999;205.23256;GBR_1999
GBR;2000;191.27956;GBR_2000
GBR;2001;191.49309;GBR_2001
GBR;2002;186.5036;GBR_2002
GBR;2003;180.69041;GBR_2003
GBR;2004;166.46188;GBR_2004
GBR;2005;157.06685;GBR_2005
GBR;2006;146.46947;GBR_2006
GBR;2007;139.8344;GBR_2007
GBR;2008;134.8586;GBR_2008
GBR;2009;125.58292;GBR_2009
GBR;2010;121.78128;GBR_2010
GBR;2011;107.423355;GBR_2011
GBR;2012;106.45209;GBR_2012
GBR;2013;104.25039;GBR_2013
GBR;2014;98.987366;GBR_2014
GBR;2015;99.68656;GBR_2015
GBR;2016;95.3241;GBR_2016
GBR;2017;93.27445;GBR_2017
GBR;2018;93.689415;GBR_2018
GBR;2019;87.690834;GBR_2019
GBR;2020;90.82219;GBR_2020
USA;1950;531.70526;USA_1950
USA;1951;524.8672;USA_1951
USA;1952;517.24536;USA_1952
USA;1953;515.6458;USA_1953
USA;1954;490.84772;USA_1954
USA;1955;498.24725;USA_1955
USA;1956;498.97635;USA_1956
USA;1957;507.49536;USA_1957
USA;1958;505.3851;USA_1958
USA;1959;494.65536;USA_1959
USA;1960;498.40283;USA_1960
USA;1961;483.98874;USA_1961
USA;1962;490.9507;USA_1962
USA;1963;494.5292;USA_1963
USA;1964;478.33328;USA_1964
USA;1965;476.14255;USA_1965
USA;1966;474.99802;USA_1966
USA;1967;460.53107;USA_1967
USA;1968;466.87003;USA_1968
USA;1969;452.5236;USA_1969
USA;1970;439.4429;USA_1970
USA;1971;429.09995;USA_1971
USA;1972;428.07486;USA_1972
USA;1973;420.05148;USA_1973
USA;1974;399.04126;USA_1974
USA;1975;369.90097;USA_1975
USA;1976;361.65488;USA_1976
USA;1977;347.83356;USA_1977
USA;1978;340.07343;USA_1978
USA;1979;324.59958;USA_1979
USA;1980;326.03244;USA_1980
USA;1981;313.79025;USA_1981
USA;1982;304.3606;USA_1982
USA;1983;304.58072;USA_1983
USA;1984;292.76324;USA_1984
USA;1985;287.6418;USA_1985
USA;1986;278.59256;USA_1986
USA;1987;271.3784;USA_1987
USA;1988;266.8292;USA_1988
USA;1989;251.01442;USA_1989
USA;1990;245.41653;USA_1990
USA;1991;238.7156;USA_1991
USA;1992;232.85387;USA_1992
USA;1993;235.21797;USA_1993
USA;1994;228.77626;USA_1994
USA;1995;226.65894;USA_1995
USA;1996;221.57298;USA_1996
USA;1997;215.75916;USA_1997
USA;1998;209.3251;USA_1998
USA;1999;206.12608;USA_1999
USA;2000;198.92432;USA_2000
USA;2001;191.0485;USA_2001
USA;2002;186.02496;USA_2002
USA;2003;179.61908;USA_2003
USA;2004;168.4497;USA_2004
USA;2005;163.34738;USA_2005
USA;2006;154.67557;USA_2006
USA;2007;149.16867;USA_2007
USA;2008;148.0418;USA_2008
USA;2009;141.39267;USA_2009
USA;2010;138.3458;USA_2010
USA;2011;134.80379;USA_2011
USA;2012;132.41144;USA_2012
USA;2013;132.06017;USA_2013
USA;2014;130.99333;USA_2014
USA;2015;132.92258;USA_2015
USA;2016;131.07285;USA_2016
USA;2017;131.03789;USA_2017
USA;2018;130.0983;USA_2018
USA;2019;126.21044;USA_2019
USA;2020;132.97804;USA_2020
USA;2021;134.24542;USA_2021
URY;1955;299.73477;URY_1955
URY;1956;296.86987;URY_1956
URY;1957;313.21555;URY_1957
URY;1958;303.81375;URY_1958
URY;1959;349.06577;URY_1959
URY;1960;318.94366;URY_1960
URY;1963;348.78336;URY_1963
URY;1964;371.01108;URY_1964
URY;1965;373.0687;URY_1965
URY;1966;384.9447;URY_1966
URY;1967;400.52887;URY_1967
URY;1968;383.1058;URY_1968
URY;1969;407.22742;URY_1969
URY;1970;390.94547;URY_1970
URY;1971;441.93738;URY_1971
URY;1972;426.07916;URY_1972
URY;1973;405.06467;URY_1973
URY;1974;429.35626;URY_1974
URY;1975;348.3019;URY_1975
URY;1976;363.65088;URY_1976
URY;1977;364.47223;URY_1977
URY;1978;351.2315;URY_1978
URY;1980;347.27594;URY_1980
URY;1981;316.01562;URY_1981
URY;1982;309.7646;URY_1982
URY;1983;330.96353;URY_1983
URY;1984;330.91382;URY_1984
URY;1985;299.73566;URY_1985
URY;1986;299.04575;URY_1986
URY;1987;315.5885;URY_1987
URY;1988;320.93857;URY_1988
URY;1989;294.49454;URY_1989
URY;1990;274.5535;URY_1990
URY;1993;258.65198;URY_1993
URY;1994;235.4198;URY_1994
URY;1995;239.8466;URY_1995
URY;1996;228.61359;URY_1996
URY;1997;211.68097;URY_1997
URY;1998;219.7633;URY_1998
URY;1999;210.35536;URY_1999
URY;2000;196.2997;URY_2000
URY;2001;195.16841;URY_2001
URY;2002;187.07153;URY_2002
URY;2003;195.43385;URY_2003
URY;2004;187.66515;URY_2004
URY;2005;180.0007;URY_2005
URY;2006;165.96814;URY_2006
URY;2007;173.63098;URY_2007
URY;2008;155.80576;URY_2008
